"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,"Views from Organic posts","Views from Boosted posts",Reach,"Reach from Organic posts","Reach from Boosted posts","3-second video views","1-minute video views","3-second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Reactions, comments and shares",Reactions,Comments,Shares,"1-minute video views from Recommendations","1-minute video views from Shares","1-minute video views from Followers","1-minute video views from Boosted posts","Seconds viewed from Recommendations","Seconds viewed from Shares","Seconds viewed from Followers","Seconds viewed from Boosted posts","Average Seconds viewed from Recommendations","Average Seconds viewed from Shares","Average Seconds viewed from Followers","Average Seconds viewed from Boosted posts","Negative feedback from users","Unique negative feedback from users","Seconds viewed","Average Seconds viewed","Percentage of total views at interval 0","Percentage of total views at interval 1","Percentage of total views at interval 2","Percentage of total views at interval 3","Percentage of total views at interval 4","Percentage of total views at interval 5","Percentage of total views at interval 6","Percentage of total views at interval 7","Percentage of total views at interval 8","Percentage of total views at interval 9","Percentage of total views at interval 10","Percentage of total views at interval 11","Percentage of total views at interval 12","Percentage of total views at interval 13","Percentage of total views at interval 14","Percentage of total views at interval 15","Percentage of total views at interval 16","Percentage of total views at interval 17","Percentage of total views at interval 18","Percentage of total views at interval 19","Percentage of total views at interval 20","Percentage of total views at interval 21","Percentage of total views at interval 22","Percentage of total views at interval 23","Percentage of total views at interval 24","Percentage of total views at interval 25","Percentage of total views at interval 26","Percentage of total views at interval 27","Percentage of total views at interval 28","Percentage of total views at interval 29","Percentage of total views at interval 30","Percentage of total views at interval 31","Percentage of total views at interval 32","Percentage of total views at interval 33","Percentage of total views at interval 34","Percentage of total views at interval 35","Percentage of total views at interval 36","Percentage of total views at interval 37","Percentage of total views at interval 38","Percentage of total views at interval 39","Percentage of total views at interval 40","Estimated earnings (USD)","Ad impressions","Percentage of 15-second views at interval 0","Percentage of 15-second views at interval 1","Percentage of 15-second views at interval 2","Percentage of 15-second views at interval 3","Percentage of 15-second views at interval 4","Percentage of 15-second views at interval 5","Percentage of 15-second views at interval 6","Percentage of 15-second views at interval 7","Percentage of 15-second views at interval 8","Percentage of 15-second views at interval 9","Percentage of 15-second views at interval 10","Percentage of 15-second views at interval 11","Percentage of 15-second views at interval 12","Percentage of 15-second views at interval 13","Percentage of 15-second views at interval 14","Percentage of 15-second views at interval 15","Percentage of 15-second views at interval 16","Percentage of 15-second views at interval 17","Percentage of 15-second views at interval 18","Percentage of 15-second views at interval 19","Percentage of 15-second views at interval 20","Percentage of 15-second views at interval 21","Percentage of 15-second views at interval 22","Percentage of 15-second views at interval 23","Percentage of 15-second views at interval 24","Percentage of 15-second views at interval 25","Percentage of 15-second views at interval 26","Percentage of 15-second views at interval 27","Percentage of 15-second views at interval 28","Percentage of 15-second views at interval 29","Percentage of 15-second views at interval 30","Percentage of 15-second views at interval 31","Percentage of 15-second views at interval 32","Percentage of 15-second views at interval 33","Percentage of 15-second views at interval 34","Percentage of 15-second views at interval 35","Percentage of 15-second views at interval 36","Ad CPM (USD)"
1229240399236776,100064524835805,Shreelaxmistonedepot,"Elegant. Strong. Timeless. Choose 6601 for dark warmth or 6602 for a modern light look — perfect for any space!

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#WoodLookTiles #6601Tiles #6602Tiles #SLSDTiles #FlooringDesign #HomeInteriors #WoodEffect #ElegantSpaces",,0,"11/04/2025 18:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02tWBbe9kxj98iJyWT8AwLC1M2epJujKrAi9wbxZh5B9DebChdLXjQkYVrPeoRRhmBl,0,0,Photos,,,,,Lifetime,24,24,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227432806084202,100064524835805,Shreelaxmistonedepot,"Style that lasts! Model 6304 Floor Tiles combine scratch resistance with modern design — perfect for homes, offices & commercial spaces.

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#6304Tiles #ModernFlooring #ScratchResistant #MattFinish #SLSDTiles #OfficeTiles #CommercialInteriors #HomeDecor",,0,"11/02/2025 18:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid028DnCqouHLAD9NQKzrQg2ZVtjpcxCm8hUZ7ZDaa2njVqaG9yCoEBmKfriLAQRVYZzl,0,0,Photos,,,,,Lifetime,15,15,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225553312938818,100064524835805,Shreelaxmistonedepot,"Bring warmth and elegance to your home or spa with PR 6201. Matt finish, easy maintenance & long-lasting performance!

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#PR6201 #SpaTiles #ElegantFloors #WoodTiles #SLSDTiles #DurableTiles #InteriorDecor #HomeStyle",,0,"10/31/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02U5cqr7TB1BTknfVb8XxJvYdH7ehCXrN4GMQmzpfEsbw41Ww9ipTvhGvkNgiLuCMql,0,0,Photos,,,,,Lifetime,16,16,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223835066443976,100064524835805,Shreelaxmistonedepot,"Timeless wood beauty with tile strength! Model S701 is scratch-resistant, water-resistant & built for high-traffic areas.

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#S701Tiles #WoodLookTiles #DurableDesign #HomeTiles #SLSDTiles #ScratchResistant #FlooringSolutions",,0,"10/29/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0ZgQmn4w5QbtTBzwBXYpS1wRYmhPUvpTDSfoPUDEuiJviWGMHiATRKJxYpg9kRg3ql,0,0,Photos,,,,,Lifetime,23,23,0,12,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222215103272639,100064524835805,Shreelaxmistonedepot,"Experience nature indoors with Premium Wooden Strip Tiles. Ideal for patios, kitchens & living spaces — elegance meets durability!

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#PremiumTiles #StripTiles #WoodFinishTiles #FlooringIdeas #SLSDTiles #HomeStyle #OutdoorTiles #TileDecor",,0,"10/27/2025 21:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02eWXuCgvqF23LDPYMPwkNynt4yC1hGggHbSF248DTyHZtp9mpRruJk32tcLebA7TWl,0,0,Photos,,,,,Lifetime,27,27,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220310996796383,100064524835805,Shreelaxmistonedepot,"Bring timeless elegance to your floors with Models 5601 & 5602. Matt finish, wood-look design, and porcelain durability for a stylish, low-maintenance lifestyle!

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#ElegantTiles #DurableFlooring #PorcelainTiles #WoodLookTiles #HomeRenovation #SLSDTiles #MattFinish #FloorDesign",,0,"10/25/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0JeNJ5mNgNnc19UaDJvJcAEMpkTWP7kkzY3pyY4ACQAfRaAC6BZTL1g7DoGgiSDLsl,0,0,Photos,,,,,Lifetime,25,25,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218442390316577,100064524835805,Shreelaxmistonedepot,"✨ Add warmth & elegance to your space with our Model 5402 Floor Tile! Perfect blend of natural grain beauty, durability, and easy maintenance — ideal for homes, offices, or commercial spaces.

📞 Call: +91 9922720095
🌐 Visit: shreelaxmistonedepot.com

#Model5402 #FloorTiles #WoodLookTiles #InteriorDesign #ElegantFloors #TileDesign #DurableTiles #SLSDTiles #HomeDecor #OfficeInteriors",,0,"10/23/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02F19vGapPUiqz5iPoxrRvbLqWUQojuYkPU14MVTvMNSaq8MUG9BoEbv92AqMoDHNvl,0,0,Photos,,,,,Lifetime,26,26,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217523210408495,100064524835805,Shreelaxmistonedepot,"भाऊबीजेच्या हार्दिक शुभेच्छा! 💫👫
भावा-बहिणीच्या प्रेम, जिव्हाळा आणि आपुलकीचा हा सुंदर सण सदैव उजळत राहो.
या पवित्र नात्यात आनंद, प्रेम आणि सौख्य भरभरून लाभो! 🌸❤️

📍 Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#Bhaubeej #HappyBhaubeej #Bhaubeej2025 #ShreeLaxmiStoneDepot #BrotherSisterLove #FestivalOfLove #DiwaliFestival #IndianTradition #FamilyBond #StoneTilesSanitaryware #FestiveVibes",,0,"10/22/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02Umb9xHggnjopUhW6WKLvCgRcTYhM8ShisgaW6bbRwAGd8HmYL9xkyv9riLtXzi6Al,0,0,Photos,,,,,Lifetime,14,14,0,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216648277162655,100064524835805,Shreelaxmistonedepot,"शुभ पाडव्याच्या हार्दिक शुभेच्छा! ✨🌼
नववर्षाच्या या मंगलदिनी तुमच्या जीवनात सुख, शांती, आरोग्य आणि समृद्धी नांदो.
नव्या उत्साहाने आणि आनंदाने नववर्षाची सुरुवात करूया!

Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#ShubhPadwa #HappyGudiPadwa #Diwali2025 #ShreeLaxmiStoneDepot #NewBeginnings #FestivalOfLights #IndianFestivals #Prosperity #Happiness #StoneTilesSanitaryware",,0,"10/21/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid029APJF9GbWmGjKjvoM6Kd2EzeUdzAQ3m12VcxTNT5RekgkGpfrw5ZWRq3zDZc3naFl,0,0,Photos,,,,,Lifetime,10,10,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215792540581562,100064524835805,Shreelaxmistonedepot,"लक्ष्मी पूजनाच्या हार्दिक शुभेच्छा! 💰🌸
या पवित्र दिवशी श्री गणेश आणि देवी लक्ष्मी यांच्या कृपेने
तुमच्या आयुष्यात सुख, समृद्धी आणि आनंदाचा वर्षाव होवो! 🪔✨
घरात आणि मनात प्रकाश फुलू दे, शुभ दीपावली! 🌼🌟

📍 Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#LaxmiPujan #HappyLaxmiPujan #Diwali2025 #ShreeLaxmiStoneDepot #FestivalOfLights #GoddessLaxmi #Prosperity #WealthAndHappiness #DiwaliCelebration #StoneTilesSanitaryware #FestiveVibes #ShubhDeepavali",,0,"10/20/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid027bju5hCZ8Ra3RfaRHBEkCuCRGGJoczrbkP5jdrmCb5ew7UtBzgkEzBnGrqy7K42Hl,0,0,Photos,,,,,Lifetime,13,13,0,8,8,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214892054004944,100064524835805,Shreelaxmistonedepot,"नरक चतुर्दशी आणि दीपावलीच्या हार्दिक शुभेच्छा! ✨🪔
या दिवाळीत तुमचं जीवन उजळून निघो आनंद, आरोग्य आणि समृद्धीच्या प्रकाशाने.
अंधारावर प्रकाशाचा, दुःखावर आनंदाचा आणि असत्यावर सत्याचा विजय सदैव राहो! 🌼💫

📍 Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#NarakChaturdashi #HappyDiwali #Diwali2025 #ShreeLaxmiStoneDepot #FestivalOfLights #DiwaliVibes #Prosperity #Happiness #Peace #JoyfulMoments #StoneTilesSanitaryware #FestiveSeason #DiwaliCelebration",,0,"10/19/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0tZnfJpvaxPX3wE581ENGb8Neowm11DEzwVd82MiWnUi1RfyDkii1hm2Xy3iFhg29l,0,0,Photos,,,,,Lifetime,10,10,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213155447511938,100064524835805,Shreelaxmistonedepot,"धनत्रयोदशीच्या हार्दिक शुभेच्छा! ✨💰
या शुभदिनी तुमच्या जीवनात धन, आरोग्य आणि समृद्धी सदैव नांदो.
शुभ दीपावलीचा प्रारंभ श्री गणेश आणि माता लक्ष्मी यांच्या कृपेने मंगलमय होवो! 🪔🌟

📍 Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#Dhanteras #HappyDhanteras #Diwali2025 #ShreeLaxmiStoneDepot #FestivalOfLights #Prosperity #WealthAndHappiness #DiwaliBegins #StoneTilesSanitaryware #FestiveVibes",,0,"10/17/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02kY1JBE5e2ZGzwzzfDmgTacCKp5qxTdaaUBJLnFDSqke8kpfrwf3MzCYs8cMH2Ejrl,0,0,Photos,,,,,Lifetime,13,13,0,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212264720934344,100064524835805,Shreelaxmistonedepot,"गोमातेचे पूजन करून साजरी करूया वसुबारस! 🌼
आईच्या मायेप्रमाणेच गाईचे स्थान आपल्या संस्कृतीत पवित्र आहे.
या शुभ वसुबारसदिनी गोसेवेचा आणि समृद्धीचा संकल्प करूया! 🐄✨

📍 Shree Laxmi Stone Depot
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#Vasubaras #Vasubaras2025 #ShreeLaxmiStoneDepot #HappyVasubaras #DiwaliFestival #GoMataPujan #IndianTradition #FestiveVibes #StoneTilesSanitaryware #CulturalCelebration #DiwaliBegins",,0,"10/16/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02SLP3zEp6Qd8kpC6V8xuvbzMKscsemkkfUJtQdbtUQfJwZ9sPCkMD4UwE2eSYH8yUl,0,0,Photos,,,,,Lifetime,10,10,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201906855303464,100064524835805,Shreelaxmistonedepot,"Wishing you and your family a very Happy Kojagiri Purnima! May the moonlight, softness, generosity, and love of the moon bring happiness to your home.

📞 99227 20095
 🌐 shreelaxmistonedepot.com

#KojagiriPurnima #Kojagiri #Purnima #KojagiriPurnima2025 #Festival #IndianFestival #FullMoon #HappyKojagiriPurnima",,0,"10/05/2025 22:43",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0WWcLWyiNxqWohyfZxaieZJwU8iX6YJcGaR1veicxHUcUkw8wwQSfdV3NnvTm6dgBl,0,0,Photos,,,,,Lifetime,11,11,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197964419031041,100064524835805,Shreelaxmistonedepot,"Happy Dussehra from Shree Laxmi Stone Depot! May the blessings of Lord Rama fill your life with joy and prosperity. Celebrate the triumph of good over evil with us.

Phone: +91 99227 20095
Website: shreelaxmistonedepot.com
Locations: Mangalwar Peth & Kharadi

#Dussehra #HappyDussehra #LordRama #Vijayadashami #ShreeLaxmiStoneDepot #StoneTilesSanitaryware #FestivalOfVictory #GoodOverEvil #IndianFestival",,0,"10/01/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02fS9zACWB58vv9Ui8sZtPzcX6HffbEfdzchpNm9aws1ZCVBEMoeSS7pGLiXrFRuo5l,0,0,Photos,,,,,Lifetime,11,11,0,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197964289031054,100064524835805,Shreelaxmistonedepot,"Celebrating the timeless legacy of Mahatma Gandhi this Gandhi Jayanti! His principles of peace and non-violence continue to inspire generations. Happy Gandhi Jayanti from SHREE LAXMI STONE DEPOT! 

Phone: +91 99227 20095
Website: shreelaxmistonedepot.com

#GandhiJayanti #MahatmaGandhi #FatherOfTheNation #Peace #NonViolence #Inspiration #ShreeLaxmiStoneDepot #StoneTilesSanitaryware #MangalwarPeth #Kharadi",,0,"10/01/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0jD869meTtNyWqjV1XedYBztSpRitptUcVfjVGMzvT5k1oH3JHHSnDKHQaFK3FiGPl,0,0,Photos,,,,,Lifetime,9,9,0,7,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189092296584920,100064524835805,Shreelaxmistonedepot,"✨🌸 Shree Laxmi Stone Depot wishes you a very Happy Navratri! 🌸✨
May this festive season bring peace, prosperity, and happiness to your life. 🙏💫

📍 Visit us: Manglwar Peth & Kharadi
📞 Call: +91 99227 20095
🌐 Website: shreelaxmistonedepot.com

#HappyNavratri #Navratri2025 #FestivalVibes #ShreeLaxmiStoneDepot #NavratriCelebration #PeaceAndProsperity #NavratriFestival #Blessings #Tiles #Sanitaryware #StoneDesigns",,0,"09/21/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02z6ySfehbrmQrCtZUSikuEEDUtUKNADCJEWnNBkAogwTd1PhoFeant14gTmEYBhAJl,0,0,Photos,,,,,Lifetime,19,19,0,10,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183165223844294,100064524835805,Shreelaxmistonedepot,"On this National Engineer’s Day, we salute the visionaries who build the future, brick by brick, idea by idea.
Just like strong stones form the base of every structure, engineers form the base of progress and innovation.
Happy Engineer’s Day from Shree Laxmi Stone Depot! 🏗️✨

📍 Mangalwar Peth & Kharadi
📞 +91 99227 20095
🌐 shreelaxmistonedepot.com

#EngineersDay #NationalEngineersDay #ShreeLaxmiStoneDepot #BuildingTheFuture #Innovation #EngineeringExcellence #StoneTilesSanitaryware #ConstructionMaterials #FoundationOfProgress #EngineersOfIndia",,0,"09/15/2025 00:52",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0cmJCFGq1v3cEVq17P4XuSzxC1CwihyxZHsGYDPFhbruKRVJkvV7SUSeXSHDcEYv1l,0,0,Photos,,,,,Lifetime,28,28,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181205057373644,100064524835805,Shreelaxmistonedepot,"✨Festive Makeover for Your Home! ✨
Upgrade with Jaquar, Kajaria, Johnson & MYK – stylish designs, premium quality & festive discounts. 🏡💫
Hurry, limited period offers – book now! 🎉

#FestiveOffer #HomeUpgrade #ShreeLaxmiStoneDepot #JaquarSanitaryware #KajariaTiles #JohnsonBathware #MYKLaticrete #BathroomUpgrade #DreamKitchen #HomeMakeover",,0,"09/12/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0bZHxS8QNzUR6pGRABVczg2PQcmjftoLC9kkuC1XnYnKVe6kxLtcp2dw49XAWc9Npl,0,0,Photos,,,,,Lifetime,22,22,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175547717939378,100064524835805,Shreelaxmistonedepot,"🌸🙏 अनंत चतुर्दशीच्या हार्दिक शुभेच्छा!
आजच्या या शुभदिनी बाप्पाचे आशीर्वाद तुमच्या जीवनात सुख, समृद्धी आणि सकारात्मकता घेऊन येवोत. 💫✨

📞 Contact: +91 99227 20095
📍 Mangalwar Peth & Kharadi
🌐 Visit: shreelaxmistonedepot.com

#AnantChaturdashi #GanpatiBappaMorya
 #GaneshVisarjan #Ganeshotsav2025
#BappaBlessings#GanpatiFestival
 #DivineBlessings",,0,"09/05/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02GGeptykiGfDpms9iHqBzwCrrVTquBSgQp3HrVAk4TR68ATHPF68eWVGXiTyXv5bkl,0,0,Photos,,,,,Lifetime,23,23,0,14,14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175547524606064,100064524835805,Shreelaxmistonedepot,"Since 1962, delivering Stylish Tiles & Strong Adhesives under one roof!
Trusted by 3 generations | Instant Delivery | Lowest Rates 🏗️
📍 Supplying All Over Pune

📞 9922720095 | 9975670067

#ShreeLaxmiStoneDepot #StylishTiles
 #StrongAdhesive #BuildingMaterialsPune
 #ConstructionEssentials #TilesAndAdhesives
 #TrustedSince1962 #LowestRatesGuaranteed",,0,"09/05/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0nw97LeWgCgLH9sjDndAi8w8puZp71vZPjATYtg512xYDqTjjNwGAEzuZcUgG8Kuml,0,0,Photos,,,,,Lifetime,29,29,0,18,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174761794684637,100064524835805,Shreelaxmistonedepot,"Eid-e-Milad Mubarak ✨
On this blessed occasion, may peace, prosperity, and happiness fill your life with light and positivity. 🌙🕌
Wishing you and your family a joyous celebration of Eid-e-Milad!

#EidEMilad #EidMiladUnNabi #PeaceAndProsperity #Blessings #Faith #Harmony #JoyfulOccasion #ShreeLaxmiStoneDepot #EidMubarak2025",,0,"09/04/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid02C5LHSfqwhgKBYGwaEBq1q6nKoxNEecLp7t4jJa7tRCRkvzJ9kbMv7K2TWXiSRxxrl,0,0,Photos,,,,,Lifetime,26,26,0,19,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167805062046977,100064524835805,Shreelaxmistonedepot,"On this auspicious occasion of Ganesh Chaturthi, may Lord Ganesha bless your life with happiness, prosperity, and success. 🙏✨
Let every new beginning be filled with positivity and growth. 🌸🐘

Happy Ganesh Chaturthi!
.
#GaneshChaturthi #GanpatiBappaMorya #LordGanesha #DivineBlessings #Prosperity #Success #Happiness #NewBeginnings #FestiveVibes #Blessings #PositiveEnergy #Spirituality #GaneshUtsav #GanpatiFestival #FestiveSeason #PeaceAndProsperity #TraditionalCelebration #JoyAndHappiness #FestivalOfFaith #HappyGaneshChaturthi",,0,"08/26/2025 20:00",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0iTz7NxAb29JE6gpR8x7n8j2Fkt4Eq8GxMKjPtxso3ktVMRB2YXYQebyroGe7h9FAl,0,0,Photos,,,,,Lifetime,48,48,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167788238715326,100064524835805,Shreelaxmistonedepot,"💪 Build floors that last with LATASCREED 100 – the ultimate screed solution for stronger, smarter, and flawless finishes. From high strength to crack-free flexibility, it’s the perfect choice for long-lasting floors & walls! 🏗️✨

📍 Available at Shree Laxmi Stone Depot – Manglwar Peth & Kharadi.

#LATASCREED100 #FlooringSolutions #ConstructionMaterials #StrongFloors #SmartFinishes #ImpactResistant #WaterResistant #CrackFreeFloors #BuildingMaterials #ShreeLaxmiStoneDepot",,0,"08/26/2025 19:30",N/A,https://www.facebook.com/Shreelaxmistonedepot/posts/pfbid0aJzj1xmaQwpyKBCQMdUqBppKucAPYG2gVaX5WyqSGcgmhrPJexSRnFuExbmsjKZBl,0,0,Photos,,,,,Lifetime,48,48,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
